"Mod","SourceFile","EntityType","Key","MissingKey","MissingDescKey","DescKey","Status"
"TheDescent-cave-assets","Config\items.xml","item","coin04","True","True","coin04Desc","missing_name_and_desc"
"TheDescent-cave-assets","Config\items.xml","item","coin05","True","True","coin05Desc","missing_name_and_desc"
"TheDescent-cave-assets","Config\items.xml","item","coinCollection","True","True","coinCollectionDesc","missing_name_and_desc"
"TheDescent-cave-assets","Config\items.xml","item","crystal01","False","True","crystal01Desc","missing_desc_only"
"TheDescent-cave-assets","Config\items.xml","item","crystal02","False","True","crystal02Desc","missing_desc_only"
"TheDescent-cave-assets","Config\items.xml","item","crystal03","False","True","crystal03Desc","missing_desc_only"
"TheDescent-cave-assets","Config\items.xml","item","crystal04","False","True","crystal04Desc","missing_desc_only"
"TheDescent-cave-assets","Config\items.xml","item","crystal05","False","True","crystal05Desc","missing_desc_only"
"TheDescent-cave-assets","Config\items.xml","item","crystalCollection","False","True","crystalCollectionDesc","missing_desc_only"
"TheDescent-cave-assets","Config\items.xml","item","fossil01","True","True","fossil01Desc","missing_name_and_desc"
"TheDescent-cave-assets","Config\items.xml","item","fossil02","True","True","fossil02Desc","missing_name_and_desc"
"TheDescent-cave-assets","Config\items.xml","item","fossil03","True","True","fossil03Desc","missing_name_and_desc"
"TheDescent-cave-assets","Config\items.xml","item","fossil04","True","True","fossil04Desc","missing_name_and_desc"
"TheDescent-cave-assets","Config\items.xml","item","fossil05","True","True","fossil05Desc","missing_name_and_desc"
"TheDescent-cave-assets","Config\items.xml","item","fossilCollection","True","True","fossilCollectionDesc","missing_name_and_desc"
"TheDescent-cave-assets","Config\items.xml","item","geode01","True","True","geode01Desc","missing_name_and_desc"
"TheDescent-cave-assets","Config\items.xml","item","geode02","True","True","geode02Desc","missing_name_and_desc"
"TheDescent-cave-assets","Config\items.xml","item","geode03","True","True","geode03Desc","missing_name_and_desc"
"TheDescent-cave-assets","Config\items.xml","item","geode04","True","True","geode04Desc","missing_name_and_desc"
"TheDescent-cave-assets","Config\items.xml","item","geode05","True","True","geode05Desc","missing_name_and_desc"
"TheDescent-cave-assets","Config\items.xml","item","jewel01","True","True","jewel01Desc","missing_name_and_desc"
"TheDescent-cave-assets","Config\items.xml","item","jewel02","True","True","jewel02Desc","missing_name_and_desc"
"TheDescent-cave-assets","Config\items.xml","item","jewel03","True","True","jewel03Desc","missing_name_and_desc"
"TheDescent-cave-assets","Config\items.xml","item","jewel04","True","True","jewel04Desc","missing_name_and_desc"
"TheDescent-cave-assets","Config\items.xml","item","jewel05","True","True","jewel05Desc","missing_name_and_desc"
"TheDescent-cave-assets","Config\items.xml","item","nugget01","False","True","nugget01Desc","missing_desc_only"
"TheDescent-cave-assets","Config\items.xml","item","nugget02","False","True","nugget02Desc","missing_desc_only"
"TheDescent-cave-assets","Config\items.xml","item","nugget03","False","True","nugget03Desc","missing_desc_only"
"TheDescent-cave-assets","Config\items.xml","item","nugget04","False","True","nugget04Desc","missing_desc_only"
"TheDescent-cave-assets","Config\items.xml","item","nugget05","False","True","nugget05Desc","missing_desc_only"
"TheDescent-cave-assets","Config\items.xml","item","oldMedal01","True","True","oldMedal01Desc","missing_name_and_desc"
"TheDescent-cave-assets","Config\items.xml","item","oldMedal02","True","True","oldMedal02Desc","missing_name_and_desc"
"TheDescent-cave-assets","Config\items.xml","item","oldMedal03","True","True","oldMedal03Desc","missing_name_and_desc"
"TheDescent-cave-assets","Config\items.xml","item","oldMedal04","True","True","oldMedal04Desc","missing_name_and_desc"
"TheDescent-cave-assets","Config\items.xml","item","oldMedal05","True","True","oldMedal05Desc","missing_name_and_desc"
"TheDescent-cave-assets","Config\items.xml","item","oldMedalCollection","True","True","oldMedalCollectionDesc","missing_name_and_desc"
"TheDescent-cave-assets","Config\items.xml","item","pirateTreasure01","True","True","pirateTreasure01Desc","missing_name_and_desc"
"TheDescent-cave-assets","Config\items.xml","item","pirateTreasure02","True","True","pirateTreasure02Desc","missing_name_and_desc"
"TheDescent-cave-assets","Config\items.xml","item","pirateTreasure03","True","True","pirateTreasure03Desc","missing_name_and_desc"
"TheDescent-cave-assets","Config\items.xml","item","pirateTreasure04","True","True","pirateTreasure04Desc","missing_name_and_desc"
"TheDescent-cave-assets","Config\items.xml","item","pirateTreasure05","True","True","pirateTreasure05Desc","missing_name_and_desc"
"TheDescent-cave-assets","Config\items.xml","item","pirateTreasureCollection","True","True","pirateTreasureCollectionDesc","missing_name_and_desc"
"TheDescent-cave-assets","Config\items.xml","item","rawCrystal01","False","True","rawCrystal01Desc","missing_desc_only"
"TheDescent-cave-assets","Config\items.xml","item","rawCrystal02","False","True","rawCrystal02Desc","missing_desc_only"
"TheDescent-cave-assets","Config\items.xml","item","rawCrystal03","False","True","rawCrystal03Desc","missing_desc_only"
"TheDescent-cave-assets","Config\items.xml","item","rawCrystal04","False","True","rawCrystal04Desc","missing_desc_only"
"TheDescent-cave-assets","Config\items.xml","item","rawCrystal05","False","True","rawCrystal05Desc","missing_desc_only"
"TheDescent-cave-assets","Config\items.xml","item","resourceHumanSkull","True","True","resourceHumanSkullDesc","missing_name_and_desc"
"TheDescent-cave-assets","Config\items.xml","item","roadFlare","True","True","roadFlareDesc","missing_name_and_desc"
"zzz_REBIRTH__Core","Config\blocks.xml","block","BicycleWheel_FR","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","burningBarrel","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","carRespawner_FR","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","carsRandomHelperBiome","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","carsRandomHelperDesert","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","carsRandomHelperSnow","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","carsRandomHelperWasteland","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","CarWheel_FR","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","cntBarrelGasOld","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","cntBarrelGasQuadA","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","cntBarrelGasQuadB","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","cntBarrelGasSingle00","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","cntBarrelGasSingle45","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","cntBarrelPlasticQuadA","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","cntBarrelPlasticQuadB","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","cntBarrelPlasticSingle00","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","cntBarrelPlasticSingle45","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","cntCar03SedanRepairMaster0","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","cntCollapsedWorkbenchEmpty","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","cntQuestInfestedSecure","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","EnvironmentBlockMaster","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","FuriousRamsayAir","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","FuriousRamsayAnimalChickenBaseSpawn","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","FuriousRamsayBirdNestLootHelper","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","FuriousRamsayChickenCoopBase","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","FuriousRamsayExplodingBlock","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","FuriousRamsayScreamerSignalMaster","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","FuriousRamsaySpawnCubeSkeleton1_FR_PickedUp","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","FuriousRamsaySpawnCubeSkeleton2_FR_PickedUp","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","FuriousRamsaySpawnCubeSkeleton3_FR_PickedUp","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","FuriousRamsaySpawnCubeSkeleton4_FR_PickedUp","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","FuriousRamsaySpawnCubeSkeleton5_FR_PickedUp","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","FuriousRamsaySpawnCubeZombie007_FR_PickedUp","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","FuriousRamsayStump001","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","FuriousRamsayStump002","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","FuriousRamsayStump003","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","FuriousRamsayStumpHelper","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","GyroWheel_FR","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","HeavyWheel_FR","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","lanternDecorLightAir","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","MilitaryTruckWheel_FR","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","MinibikeWheel_FR","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","MotorcycleWheel_FR","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","RebirthFeatures","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","ResistantConcreteShapes","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_001-cliff","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_001-cliff-1","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_001-cliff-2","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_001-cliff-3","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_001-cliff-4","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_001-cliff-5","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_001-dirt","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_001-dirt-1","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_001-dirt-2","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_001-dirt-3","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_001-dirt-4","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_001-dirt-5","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_001-faceted","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_001-faceted-1","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_001-faceted-2","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_001-faceted-3","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_001-faceted-4","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_001-faceted-5","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_001-ice","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_001-ice-1","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_001-ice-2","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_001-ice-3","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_001-ice-4","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_001-ice-5","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_001-mountain","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_001-mountain-1","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_001-mountain-2","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_001-mountain-3","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_001-mountain-4","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_001-mountain-5","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_001-soil","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_001-soil-1","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_001-soil-2","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_001-soil-3","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_001-soil-4","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_001-soil-5","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_002-cliff","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_002-cliff-1","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_002-cliff-2","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_002-cliff-3","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_002-cliff-4","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_002-cliff-5","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_002-dirt","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_002-dirt-1","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_002-dirt-2","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_002-dirt-3","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_002-dirt-4","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_002-dirt-5","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_002-faceted","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_002-faceted-1","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_002-faceted-2","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_002-faceted-3","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_002-faceted-4","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_002-faceted-5","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_002-ice","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_002-ice-1","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_002-ice-2","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_002-ice-3","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_002-ice-4","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_002-ice-5","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_002-mountain","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_002-mountain-1","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_002-mountain-2","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_002-mountain-3","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_002-mountain-4","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_002-mountain-5","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_002-soil","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_002-soil-1","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_002-soil-2","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_002-soil-3","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_002-soil-4","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_002-soil-5","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_005-cliff","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_005-cliff-1","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_005-cliff-2","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_005-cliff-3","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_005-cliff-4","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_005-cliff-5","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_005-dirt","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_005-dirt-1","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_005-dirt-2","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_005-dirt-3","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_005-dirt-4","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_005-dirt-5","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_005-faceted","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_005-faceted-1","True","False","","missing_name"
"zzz_REBIRTH__Core","Config\blocks.xml","block","SM_AC_Rock_005-faceted-2","True","False","","missing_name"
